Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality_Y
66036,1904,11,20,0.0,,True
66036,1904,11,21,0.0,,True
66036,1904,11,22,0.0,,True
66036,1904,11,23,0.0,,True
66036,1904,11,24,0.0,,True
66036,1904,11,25,0.0,,True
66036,1904,11,26,0.0,,True
66036,1904,11,27,0.0,,True
66036,1904,11,28,0.0,,True
66036,1904,11,29,0.0,,True
66036,1904,11,30,0.0,,True
66036,1904,12,1,0.0,,True
66036,1904,12,2,0.0,,True
66036,1904,12,3,0.0,,True
66036,1904,12,4,0.0,,True
66036,1904,12,5,0.0,,True
66036,1904,12,6,0.0,,True
66036,1904,12,7,0.0,,True
66036,1904,12,8,0.0,,True
66036,1904,12,9,0.0,,True
66036,1904,12,10,0.0,,True
66036,1904,12,11,0.0,,True
66036,1904,12,12,0.0,,True
66036,1904,12,13,0.0,,True
66036,1904,12,14,0.0,,True
66036,1904,12,15,0.0,,True
66036,1904,12,16,0.0,,True
66036,1904,12,17,0.0,,True
66036,1904,12,18,0.0,,True
66036,1904,12,19,25.4,1.0,True
66036,1904,12,20,0.0,,True
66036,1904,12,21,0.0,,True
66036,1904,12,22,0.0,,True
66036,1904,12,23,0.0,,True
66036,1904,12,24,0.0,,True
66036,1904,12,25,0.0,,True
66036,1904,12,26,0.0,,True
66036,1904,12,27,0.0,,True
66036,1904,12,28,0.0,,True
66036,1904,12,29,0.0,,True
66036,1904,12,30,0.0,,True
66036,1904,12,31,0.0,,True
66036,1905,1,1,0.0,,True
66036,1905,1,2,0.0,,True
66036,1905,1,3,1.3,1.0,True
66036,1905,1,4,12.7,1.0,True
66036,1905,1,5,8.9,1.0,True
66036,1905,1,6,0.0,,True
66036,1905,1,7,0.0,,True
66036,1905,1,8,0.0,,True
66036,1905,1,9,0.0,,True
66036,1905,1,10,0.0,,True
66036,1905,1,11,0.0,,True
66036,1905,1,12,0.0,,True
66036,1905,1,13,0.0,,True
66036,1905,1,14,0.0,,True
66036,1905,1,15,0.0,,True
66036,1905,1,16,0.0,,True
66036,1905,1,17,0.0,,True
66036,1905,1,18,0.0,,True
66036,1905,1,19,0.0,,True
66036,1905,1,20,0.0,,True
66036,1905,1,21,0.0,,True
66036,1905,1,22,0.0,,True
66036,1905,1,23,0.0,,True
66036,1905,1,24,0.0,,True
66036,1905,1,25,0.0,,True
66036,1905,1,26,0.0,,True
66036,1905,1,27,0.0,,True
66036,1905,1,28,0.0,,True
66036,1905,1,29,0.0,,True
66036,1905,1,30,0.0,,True
66036,1905,1,31,19.1,1.0,True
66036,1905,2,1,0.8,1.0,True
66036,1905,2,2,0.0,,True
66036,1905,2,3,0.0,,True
66036,1905,2,4,0.0,,True
66036,1905,2,5,0.0,,True
66036,1905,2,6,0.0,,True
66036,1905,2,7,1.0,1.0,True
66036,1905,2,8,0.0,,True
66036,1905,2,9,0.0,,True
66036,1905,2,10,0.0,,True
66036,1905,2,11,0.0,,True
66036,1905,2,12,0.0,,True
66036,1905,2,13,3.3,1.0,True
66036,1905,2,14,2.5,1.0,True
66036,1905,2,15,58.4,1.0,True
66036,1905,2,16,0.0,,True
66036,1905,2,17,0.0,,True
66036,1905,2,18,0.0,,True
66036,1905,2,19,0.0,,True
66036,1905,2,20,0.8,1.0,True
66036,1905,2,21,0.0,,True
66036,1905,2,22,0.3,1.0,True
66036,1905,2,23,0.0,,True
66036,1905,2,24,0.0,,True
66036,1905,2,25,0.0,,True
66036,1905,2,26,1.0,1.0,True
66036,1905,2,27,0.0,,True
66036,1905,2,28,0.0,,True
66036,1905,3,1,0.0,,True
66036,1905,3,2,5.8,1.0,True
66036,1905,3,3,50.8,1.0,True
66036,1905,3,4,44.5,1.0,True
66036,1905,3,5,0.0,,True
66036,1905,3,6,9.7,1.0,True
66036,1905,3,7,0.0,,True
66036,1905,3,8,0.0,,True
66036,1905,3,9,0.0,,True
66036,1905,3,10,0.0,,True
66036,1905,3,11,0.0,,True
66036,1905,3,12,0.0,,True
66036,1905,3,13,1.5,1.0,True
66036,1905,3,14,0.0,,True
66036,1905,3,15,0.0,,True
66036,1905,3,16,0.0,,True
66036,1905,3,17,0.0,,True
66036,1905,3,18,0.0,,True
66036,1905,3,19,0.0,,True
66036,1905,3,20,0.0,,True
66036,1905,3,21,0.0,,True
66036,1905,3,22,52.1,1.0,True
66036,1905,3,23,18.8,1.0,True
66036,1905,3,24,1.3,1.0,True
66036,1905,3,25,0.0,,True
66036,1905,3,26,5.1,1.0,True
66036,1905,3,27,0.0,,True
66036,1905,3,28,35.6,1.0,True
66036,1905,3,29,2.0,1.0,True
66036,1905,3,30,0.0,,True
66036,1905,3,31,0.0,,True
66036,1905,4,1,6.9,1.0,True
66036,1905,4,2,101.6,1.0,True
66036,1905,4,3,2.5,1.0,True
66036,1905,4,4,3.0,1.0,True
66036,1905,4,5,17.8,1.0,True
66036,1905,4,6,5.1,1.0,True
66036,1905,4,7,0.0,,True
66036,1905,4,8,0.0,,True
66036,1905,4,9,0.0,,True
66036,1905,4,10,0.0,,True
66036,1905,4,11,0.0,,True
66036,1905,4,12,0.0,,True
66036,1905,4,13,2.5,1.0,True
66036,1905,4,14,5.1,1.0,True
66036,1905,4,15,0.0,,True
66036,1905,4,16,0.0,,True
66036,1905,4,17,0.0,,True
66036,1905,4,18,0.0,,True
66036,1905,4,19,0.0,,True
66036,1905,4,20,0.0,,True
66036,1905,4,21,0.0,,True
66036,1905,4,22,0.0,,True
66036,1905,4,23,0.0,,True
66036,1905,4,24,0.0,,True
66036,1905,4,25,0.0,,True
66036,1905,4,26,0.0,,True
66036,1905,4,27,0.0,,True
66036,1905,4,28,3.3,1.0,True
66036,1905,4,29,0.0,,True
66036,1905,4,30,3.3,1.0,True
66036,1905,5,1,0.0,,True
66036,1905,5,2,5.1,1.0,True
66036,1905,5,3,63.5,1.0,True
66036,1905,5,4,2.5,1.0,True
66036,1905,5,5,15.2,1.0,True
66036,1905,5,6,5.1,1.0,True
66036,1905,5,7,12.7,1.0,True
66036,1905,5,8,0.0,,True
66036,1905,5,9,8.9,1.0,True
66036,1905,5,10,0.0,,True
66036,1905,5,11,0.0,,True
66036,1905,5,12,0.0,,True
66036,1905,5,13,0.0,,True
66036,1905,5,14,0.0,,True
66036,1905,5,15,0.0,,True
66036,1905,5,16,0.0,,True
66036,1905,5,17,0.0,,True
66036,1905,5,18,0.0,,True
66036,1905,5,19,0.0,,True
66036,1905,5,20,10.2,1.0,True
66036,1905,5,21,27.9,1.0,True
66036,1905,5,22,5.6,1.0,True
66036,1905,5,23,0.0,,True
66036,1905,5,24,0.0,,True
66036,1905,5,25,0.0,,True
66036,1905,5,26,0.0,,True
66036,1905,5,27,0.0,,True
66036,1905,5,28,5.6,1.0,True
66036,1905,5,29,0.0,,True
66036,1905,5,30,0.0,,True
66036,1905,5,31,0.0,,True
66036,1905,6,1,0.0,,True
66036,1905,6,2,22.9,1.0,True
66036,1905,6,3,3.0,1.0,True
66036,1905,6,4,0.0,,True
66036,1905,6,5,0.0,,True
66036,1905,6,6,0.0,,True
66036,1905,6,7,0.0,,True
66036,1905,6,8,0.0,,True
66036,1905,6,9,0.0,,True
66036,1905,6,10,0.0,,True
66036,1905,6,11,0.0,,True
66036,1905,6,12,0.0,,True
66036,1905,6,13,3.3,1.0,True
66036,1905,6,14,0.0,,True
66036,1905,6,15,0.0,,True
66036,1905,6,16,0.0,,True
66036,1905,6,17,0.0,,True
66036,1905,6,18,0.0,,True
66036,1905,6,19,0.0,,True
66036,1905,6,20,0.0,,True
66036,1905,6,21,0.0,,True
66036,1905,6,22,5.8,1.0,True
66036,1905,6,23,1.3,1.0,True
66036,1905,6,24,0.0,,True
66036,1905,6,25,0.0,,True
66036,1905,6,26,14.0,1.0,True
66036,1905,6,27,0.0,,True
66036,1905,6,28,0.0,,True
66036,1905,6,29,2.3,1.0,True
66036,1905,6,30,0.0,,True
66036,1905,7,1,2.5,1.0,True
66036,1905,7,2,0.0,,True
66036,1905,7,3,0.0,,True
66036,1905,7,4,0.0,,True
66036,1905,7,5,0.0,,True
66036,1905,7,6,0.0,,True
66036,1905,7,7,0.0,,True
66036,1905,7,8,0.0,,True
66036,1905,7,9,0.0,,True
66036,1905,7,10,4.6,1.0,True
66036,1905,7,11,0.0,,True
66036,1905,7,12,0.0,,True
66036,1905,7,13,0.0,,True
66036,1905,7,14,0.0,,True
66036,1905,7,15,0.0,,True
66036,1905,7,16,0.0,,True
66036,1905,7,17,0.0,,True
66036,1905,7,18,0.0,,True
66036,1905,7,19,0.0,,True
66036,1905,7,20,0.0,,True
66036,1905,7,21,0.0,,True
66036,1905,7,22,0.0,,True
66036,1905,7,23,0.0,,True
66036,1905,7,24,0.0,,True
66036,1905,7,25,0.0,,True
66036,1905,7,26,0.0,,True
66036,1905,7,27,0.0,,True
66036,1905,7,28,0.0,,True
66036,1905,7,29,0.0,,True
66036,1905,7,30,2.0,1.0,True
66036,1905,7,31,0.0,,True
66036,1905,8,1,0.0,,True
66036,1905,8,2,0.0,,True
66036,1905,8,3,0.0,,True
66036,1905,8,4,0.0,,True
66036,1905,8,5,0.0,,True
66036,1905,8,6,0.0,,True
66036,1905,8,7,0.0,,True
66036,1905,8,8,0.0,,True
66036,1905,8,9,0.0,,True
66036,1905,8,10,0.0,,True
66036,1905,8,11,0.0,,True
66036,1905,8,12,0.0,,True
66036,1905,8,13,0.0,,True
66036,1905,8,14,0.0,,True
66036,1905,8,15,0.0,,True
66036,1905,8,16,0.0,,True
66036,1905,8,17,0.0,,True
66036,1905,8,18,0.0,,True
66036,1905,8,19,0.0,,True
66036,1905,8,20,0.0,,True
66036,1905,8,21,0.0,,True
66036,1905,8,22,0.0,,True
66036,1905,8,23,0.0,,True
66036,1905,8,24,0.0,,True
66036,1905,8,25,0.0,,True
66036,1905,8,26,0.0,,True
66036,1905,8,27,4.6,1.0,True
66036,1905,8,28,3.0,1.0,True
66036,1905,8,29,0.0,,True
66036,1905,8,30,0.0,,True
66036,1905,8,31,0.0,,True
66036,1905,9,1,0.0,,True
66036,1905,9,2,0.0,,True
66036,1905,9,3,0.0,,True
66036,1905,9,4,0.0,,True
66036,1905,9,5,0.0,,True
66036,1905,9,6,0.0,,True
66036,1905,9,7,0.0,,True
66036,1905,9,8,0.0,,True
66036,1905,9,9,0.0,,True
66036,1905,9,10,2.5,1.0,True
66036,1905,9,11,0.0,,True
66036,1905,9,12,0.0,,True
66036,1905,9,13,0.0,,True
66036,1905,9,14,0.0,,True
66036,1905,9,15,0.0,,True
66036,1905,9,16,0.0,,True
66036,1905,9,17,0.0,,True
66036,1905,9,18,0.0,,True
66036,1905,9,19,30.5,1.0,True
66036,1905,9,20,0.0,,True
66036,1905,9,21,0.0,,True
66036,1905,9,22,0.0,,True
66036,1905,9,23,2.5,1.0,True
66036,1905,9,24,0.0,,True
66036,1905,9,25,0.0,,True
66036,1905,9,26,0.0,,True
66036,1905,9,27,0.0,,True
66036,1905,9,28,0.0,,True
66036,1905,9,29,0.0,,True
66036,1905,9,30,0.0,,True
66036,1905,10,1,0.0,,True
66036,1905,10,2,0.0,,True
66036,1905,10,3,0.0,,True
66036,1905,10,4,0.0,,True
66036,1905,10,5,0.0,,True
66036,1905,10,6,0.0,,True
66036,1905,10,7,0.0,,True
66036,1905,10,8,0.0,,True
66036,1905,10,9,0.0,,True
66036,1905,10,10,0.0,,True
66036,1905,10,11,0.0,,True
66036,1905,10,12,0.0,,True
66036,1905,10,13,0.0,,True
66036,1905,10,14,0.0,,True
66036,1905,10,15,6.4,1.0,True
66036,1905,10,16,0.0,,True
66036,1905,10,17,12.7,1.0,True
66036,1905,10,18,4.1,1.0,True
66036,1905,10,19,4.1,1.0,True
66036,1905,10,20,0.0,,True
66036,1905,10,21,0.0,,True
66036,1905,10,22,0.0,,True
66036,1905,10,23,14.0,1.0,True
66036,1905,10,24,2.5,1.0,True
66036,1905,10,25,0.0,,True
66036,1905,10,26,0.0,,True
66036,1905,10,27,0.0,,True
66036,1905,10,28,2.5,1.0,True
66036,1905,10,29,0.0,,True
66036,1905,10,30,0.0,,True
66036,1905,10,31,0.0,,True
66036,1905,11,1,0.0,,True
66036,1905,11,2,0.0,,True
66036,1905,11,3,0.0,,True
66036,1905,11,4,0.0,,True
66036,1905,11,5,0.0,,True
66036,1905,11,6,0.0,,True
66036,1905,11,7,0.0,,True
66036,1905,11,8,0.0,,True
66036,1905,11,9,0.0,,True
66036,1905,11,10,0.0,,True
66036,1905,11,11,0.0,,True
66036,1905,11,12,0.0,,True
66036,1905,11,13,0.0,,True
66036,1905,11,14,0.0,,True
66036,1905,11,15,0.0,,True
66036,1905,11,16,0.0,,True
66036,1905,11,17,0.0,,True
66036,1905,11,18,0.0,,True
66036,1905,11,19,0.0,,True
66036,1905,11,20,0.0,,True
66036,1905,11,21,0.0,,True
66036,1905,11,22,0.0,,True
66036,1905,11,23,0.0,,True
66036,1905,11,24,0.0,,True
66036,1905,11,25,0.0,,True
66036,1905,11,26,0.0,,True
66036,1905,11,27,0.0,,True
66036,1905,11,28,0.0,,True
66036,1905,11,29,1.3,1.0,True
66036,1905,11,30,5.1,1.0,True
66036,1905,12,1,0.0,,True
66036,1905,12,2,30.5,1.0,True
66036,1905,12,3,8.9,1.0,True
66036,1905,12,4,2.5,1.0,True
66036,1905,12,5,0.0,,True
66036,1905,12,6,2.5,1.0,True
66036,1905,12,7,0.0,,True
66036,1905,12,8,10.9,1.0,True
66036,1905,12,9,0.0,,True
66036,1905,12,10,0.0,,True
66036,1905,12,11,0.0,,True
66036,1905,12,12,0.0,,True
66036,1905,12,13,0.0,,True
66036,1905,12,14,0.0,,True
66036,1905,12,15,5.1,1.0,True
66036,1905,12,16,12.7,1.0,True
66036,1905,12,17,0.0,,True
66036,1905,12,18,0.0,,True
66036,1905,12,19,0.0,,True
66036,1905,12,20,0.0,,True
66036,1905,12,21,0.0,,True
66036,1905,12,22,0.0,,True
66036,1905,12,23,0.0,,True
66036,1905,12,24,0.0,,True
66036,1905,12,25,0.0,,True
66036,1905,12,26,0.0,,True
66036,1905,12,27,0.0,,True
66036,1905,12,28,0.0,,True
66036,1905,12,29,0.8,1.0,True
66036,1905,12,30,2.0,1.0,True
66036,1905,12,31,2.0,1.0,True
66036,1906,1,1,6.4,1.0,True
66036,1906,1,2,1.3,1.0,True
66036,1906,1,3,0.0,,True
66036,1906,1,4,0.0,,True
66036,1906,1,5,0.0,,True
66036,1906,1,6,0.0,,True
66036,1906,1,7,0.0,,True
66036,1906,1,8,1.3,1.0,True
66036,1906,1,9,3.8,1.0,True
66036,1906,1,10,0.0,,True
66036,1906,1,11,0.0,,True
66036,1906,1,12,5.1,1.0,True
66036,1906,1,13,0.0,,True
66036,1906,1,14,15.7,1.0,True
66036,1906,1,15,0.8,1.0,True
66036,1906,1,16,0.0,,True
66036,1906,1,17,0.0,,True
66036,1906,1,18,0.0,,True
66036,1906,1,19,0.0,,True
66036,1906,1,20,0.0,,True
66036,1906,1,21,0.0,,True
66036,1906,1,22,0.5,1.0,True
66036,1906,1,23,0.0,,True
66036,1906,1,24,0.0,,True
66036,1906,1,25,0.0,,True
66036,1906,1,26,10.7,1.0,True
66036,1906,1,27,0.0,,True
66036,1906,1,28,0.0,,True
66036,1906,1,29,0.5,1.0,True
66036,1906,1,30,0.0,,True
66036,1906,1,31,0.0,,True
66036,1906,2,1,0.0,,True
66036,1906,2,2,0.0,,True
66036,1906,2,3,0.0,,True
66036,1906,2,4,0.0,,True
66036,1906,2,5,0.0,,True
66036,1906,2,6,0.0,,True
66036,1906,2,7,0.0,,True
66036,1906,2,8,0.0,,True
66036,1906,2,9,0.0,,True
66036,1906,2,10,0.0,,True
66036,1906,2,11,0.0,,True
66036,1906,2,12,0.0,,True
66036,1906,2,13,0.0,,True
66036,1906,2,14,0.8,1.0,True
66036,1906,2,15,0.0,,True
66036,1906,2,16,0.0,,True
66036,1906,2,17,0.0,,True
66036,1906,2,18,0.0,,True
66036,1906,2,19,4.1,1.0,True
66036,1906,2,20,0.8,1.0,True
66036,1906,2,21,0.0,,True
66036,1906,2,22,0.0,,True
66036,1906,2,23,0.0,,True
66036,1906,2,24,0.0,,True
66036,1906,2,25,0.0,,True
66036,1906,2,26,0.0,,True
66036,1906,2,27,0.0,,True
66036,1906,2,28,1.3,1.0,True
66036,1906,3,1,5.6,1.0,True
66036,1906,3,2,0.0,,True
66036,1906,3,3,0.5,1.0,True
66036,1906,3,4,1.0,1.0,True
66036,1906,3,5,1.5,1.0,True
66036,1906,3,6,2.5,1.0,True
66036,1906,3,7,0.0,,True
66036,1906,3,8,2.0,1.0,True
66036,1906,3,9,1.0,1.0,True
66036,1906,3,10,0.0,,True
66036,1906,3,11,0.0,,True
66036,1906,3,12,16.5,1.0,True
66036,1906,3,13,0.0,,True
66036,1906,3,14,0.0,,True
66036,1906,3,15,20.3,1.0,True
66036,1906,3,16,1.3,1.0,True
66036,1906,3,17,0.0,,True
66036,1906,3,18,0.0,,True
66036,1906,3,19,0.0,,True
66036,1906,3,20,0.0,,True
66036,1906,3,21,0.0,,True
66036,1906,3,22,0.0,,True
66036,1906,3,23,0.0,,True
66036,1906,3,24,0.0,,True
66036,1906,3,25,35.8,1.0,True
66036,1906,3,26,22.9,1.0,True
66036,1906,3,27,2.0,1.0,True
66036,1906,3,28,8.9,1.0,True
66036,1906,3,29,12.7,1.0,True
66036,1906,3,30,0.0,,True
66036,1906,3,31,0.0,,True
66036,1906,4,1,0.0,,True
66036,1906,4,2,0.0,,True
66036,1906,4,3,0.0,,True
66036,1906,4,4,0.0,,True
66036,1906,4,5,0.0,,True
66036,1906,4,6,3.8,1.0,True
66036,1906,4,7,0.0,,True
66036,1906,4,8,0.0,,True
66036,1906,4,9,0.0,,True
66036,1906,4,10,0.0,,True
66036,1906,4,11,0.0,,True
66036,1906,4,12,3.0,1.0,True
66036,1906,4,13,0.0,,True
66036,1906,4,14,0.0,,True
66036,1906,4,15,0.0,,True
66036,1906,4,16,0.0,,True
66036,1906,4,17,0.0,,True
66036,1906,4,18,0.0,,True
66036,1906,4,19,0.0,,True
66036,1906,4,20,0.8,1.0,True
66036,1906,4,21,0.0,,True
66036,1906,4,22,0.0,,True
66036,1906,4,23,1.3,1.0,True
66036,1906,4,24,0.0,,True
66036,1906,4,25,0.0,,True
66036,1906,4,26,0.0,,True
66036,1906,4,27,0.0,,True
66036,1906,4,28,0.0,,True
66036,1906,4,29,0.0,,True
66036,1906,4,30,0.0,,True
66036,1906,5,1,0.0,,True
66036,1906,5,2,0.0,,True
66036,1906,5,3,5.6,1.0,True
66036,1906,5,4,0.0,,True
66036,1906,5,5,0.0,,True
66036,1906,5,6,0.0,,True
66036,1906,5,7,0.0,,True
66036,1906,5,8,0.0,,True
66036,1906,5,9,0.0,,True
66036,1906,5,10,0.0,,True
66036,1906,5,11,0.0,,True
66036,1906,5,12,0.0,,True
66036,1906,5,13,3.0,1.0,True
66036,1906,5,14,1.8,1.0,True
66036,1906,5,15,11.4,1.0,True
66036,1906,5,16,0.0,,True
66036,1906,5,17,0.0,,True
66036,1906,5,18,0.0,,True
66036,1906,5,19,0.0,,True
66036,1906,5,20,0.0,,True
66036,1906,5,21,0.0,,True
66036,1906,5,22,15.2,1.0,True
66036,1906,5,23,5.1,1.0,True
66036,1906,5,24,1.3,1.0,True
66036,1906,5,25,35.6,1.0,True
66036,1906,5,26,0.0,,True
66036,1906,5,27,0.0,,True
66036,1906,5,28,2.0,1.0,True
66036,1906,5,29,30.5,1.0,True
66036,1906,5,30,3.8,1.0,True
66036,1906,5,31,0.0,,True
66036,1906,6,1,0.0,,True
66036,1906,6,2,0.0,,True
66036,1906,6,3,0.0,,True
66036,1906,6,4,0.0,,True
66036,1906,6,5,0.0,,True
66036,1906,6,6,5.1,1.0,True
66036,1906,6,7,5.1,1.0,True
66036,1906,6,8,1.3,1.0,True
66036,1906,6,9,0.0,,True
66036,1906,6,10,0.0,,True
66036,1906,6,11,0.0,,True
66036,1906,6,12,0.0,,True
66036,1906,6,13,6.1,1.0,True
66036,1906,6,14,2.5,1.0,True
66036,1906,6,15,0.0,,True
66036,1906,6,16,0.0,,True
66036,1906,6,17,1.3,1.0,True
66036,1906,6,18,0.0,,True
66036,1906,6,19,0.8,1.0,True
66036,1906,6,20,0.0,,True
66036,1906,6,21,0.0,,True
66036,1906,6,22,0.0,,True
66036,1906,6,23,5.8,1.0,True
66036,1906,6,24,0.0,,True
66036,1906,6,25,0.0,,True
66036,1906,6,26,0.0,,True
66036,1906,6,27,0.0,,True
66036,1906,6,28,0.0,,True
66036,1906,6,29,0.0,,True
66036,1906,6,30,0.0,,True
66036,1906,7,1,0.0,,True
66036,1906,7,2,0.0,,True
66036,1906,7,3,0.0,,True
