Bureau of Meteorology station number,Year,Month,Day,Daily global solar exposure (MJ/m*m),index
66195,2016,10,27,17.1,665
66195,2016,10,28,7.9,666
66195,2016,10,29,16.8,667
66195,2016,10,30,15.1,668
66195,2016,10,31,28.0,669
66195,2016,11,1,27.1,670
66195,2016,11,2,28.3,671
66195,2016,11,3,28.5,672
66195,2016,11,4,28.6,673
66195,2016,11,5,28.7,674
66195,2016,11,6,28.8,675
66195,2016,11,7,28.6,676
66195,2016,11,8,16.0,677
66195,2016,11,9,13.2,678
66195,2016,11,10,26.6,679
66195,2016,11,11,26.5,680
66195,2016,11,12,24.6,681
66195,2016,11,13,29.4,682
66195,2016,11,14,17.2,683
66195,2016,11,15,22.2,684
66195,2016,11,16,29.5,685
66195,2016,11,17,27.0,686
66195,2016,11,18,29.9,687
66195,2016,11,19,23.2,688
66195,2016,11,20,26.7,689
66195,2016,11,21,18.0,690
66195,2016,11,22,23.5,691
66195,2016,11,23,18.9,692
66195,2016,11,24,30.8,693
66195,2016,11,25,30.7,694
66195,2016,11,26,30.0,695
66195,2016,11,27,18.2,696
66195,2016,11,28,24.5,697
66195,2016,11,29,23.2,698
66195,2016,11,30,20.5,699
66195,2016,12,1,25.0,700
66195,2016,12,2,23.7,701
66195,2016,12,3,25.1,702
66195,2016,12,4,28.8,703
66195,2016,12,5,17.2,704
66195,2016,12,6,5.9,705
66195,2016,12,7,25.6,706
66195,2016,12,8,30.8,707
66195,2016,12,9,31.9,708
66195,2016,12,10,29.0,709
66195,2016,12,11,29.0,710
66195,2016,12,12,30.8,711
66195,2016,12,13,23.7,712
66195,2016,12,14,11.9,713
66195,2016,12,15,0.7,714
66195,2016,12,16,3.7,715
66195,2016,12,17,25.5,716
66195,2016,12,18,11.3,717
66195,2016,12,19,18.6,718
66195,2016,12,20,30.9,719
66195,2016,12,21,30.1,720
66195,2016,12,22,14.2,721
66195,2016,12,23,21.4,722
66195,2016,12,24,22.8,723
66195,2016,12,25,31.1,724
66195,2016,12,26,29.5,725
66195,2016,12,27,26.9,726
66195,2016,12,28,28.0,727
66195,2016,12,29,22.8,728
66195,2016,12,30,12.6,729
66195,2016,12,31,21.8,730
66195,2017,1,1,11.0,731
66195,2017,1,2,16.8,732
66195,2017,1,3,21.1,733
66195,2017,1,4,19.8,734
66195,2017,1,5,15.3,735
66195,2017,1,6,18.2,736
66195,2017,1,7,29.0,737
66195,2017,1,8,29.5,738
66195,2017,1,9,29.6,739
66195,2017,1,10,21.7,740
66195,2017,1,11,25.8,741
66195,2017,1,12,25.8,742
66195,2017,1,13,27.4,743
66195,2017,1,14,21.5,744
66195,2017,1,15,23.2,745
66195,2017,1,16,27.9,746
66195,2017,1,17,29.0,747
66195,2017,1,18,27.5,748
66195,2017,1,19,8.0,749
66195,2017,1,20,8.7,750
66195,2017,1,21,26.9,751
66195,2017,1,22,24.2,752
66195,2017,1,23,30.3,753
66195,2017,1,24,11.5,754
66195,2017,1,25,5.9,755
66195,2017,1,26,6.6,756
66195,2017,1,27,16.1,757
66195,2017,1,28,29.9,758
66195,2017,1,29,21.7,759
66195,2017,1,30,26.7,760
66195,2017,1,31,22.3,761
66195,2017,2,1,3.9,762
66195,2017,2,2,17.8,763
66195,2017,2,3,6.0,764
66195,2017,2,4,17.2,765
66195,2017,2,5,21.4,766
66195,2017,2,6,28.0,767
66195,2017,2,7,5.6,768
66195,2017,2,8,16.2,769
66195,2017,2,9,28.3,770
66195,2017,2,10,28.2,771
66195,2017,2,11,26.0,772
