Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality_Y
61425,2019,2,24,18.8,1.0,True
61425,2019,2,25,14.9,1.0,True
61425,2019,2,26,13.5,1.0,True
61425,2019,2,27,16.5,1.0,True
61425,2019,2,28,17.4,1.0,True
61425,2019,3,1,17.9,1.0,True
61425,2019,3,2,17.8,1.0,True
61425,2019,3,3,17.8,1.0,True
61425,2019,3,4,17.4,1.0,True
61425,2019,3,5,17.7,1.0,True
61425,2019,3,6,19.2,1.0,True
61425,2019,3,7,18.3,1.0,True
61425,2019,3,8,17.7,1.0,True
61425,2019,3,9,20.6,1.0,True
61425,2019,3,10,18.8,1.0,True
61425,2019,3,11,19.2,1.0,True
61425,2019,3,12,19.6,1.0,True
61425,2019,3,13,20.7,1.0,True
61425,2019,3,14,20.6,1.0,True
61425,2019,3,15,17.2,1.0,True
61425,2019,3,16,17.6,1.0,True
61425,2019,3,17,19.0,1.0,True
61425,2019,3,18,17.8,1.0,True
61425,2019,3,19,17.3,1.0,True
61425,2019,3,20,18.4,1.0,True
61425,2019,3,21,18.9,1.0,True
61425,2019,3,22,17.7,1.0,True
61425,2019,3,23,15.6,1.0,True
61425,2019,3,24,19.2,1.0,True
61425,2019,3,25,20.0,1.0,True
61425,2019,3,26,16.0,1.0,True
61425,2019,3,27,13.9,1.0,True
61425,2019,3,28,15.5,1.0,True
61425,2019,3,29,14.4,1.0,True
61425,2019,3,30,18.0,1.0,True
61425,2019,3,31,12.1,1.0,True
61425,2019,4,1,11.4,1.0,False
61425,2019,4,2,15.6,1.0,False
61425,2019,4,3,14.7,1.0,False
61425,2019,4,4,13.9,1.0,False
61425,2019,4,5,15.8,1.0,True
61425,2019,4,6,15.5,1.0,False
61425,2019,4,7,17.0,1.0,False
61425,2019,4,8,13.8,1.0,False
61425,2019,4,9,16.3,1.0,False
61425,2019,4,10,14.7,1.0,False
61425,2019,4,11,12.1,1.0,False
61425,2019,4,12,12.7,1.0,False
61425,2019,4,13,11.1,1.0,False
61425,2019,4,14,15.3,1.0,False
61425,2019,4,15,12.9,1.0,False
61425,2019,4,16,14.2,1.0,False
61425,2019,4,17,13.8,1.0,False
61425,2019,4,18,13.0,1.0,False
61425,2019,4,19,16.8,1.0,False
61425,2019,4,20,14.5,1.0,False
61425,2019,4,21,15.0,1.0,False
61425,2019,4,22,15.5,1.0,False
61425,2019,4,23,14.6,1.0,False
61425,2019,4,24,14.6,1.0,False
61425,2019,4,25,12.9,1.0,False
61425,2019,4,26,15.5,1.0,False
61425,2019,4,27,15.2,1.0,False
61425,2019,4,28,7.9,1.0,False
61425,2019,4,29,10.4,1.0,False
61425,2019,4,30,11.7,1.0,False
61425,2019,5,1,14.4,1.0,True
61425,2019,5,2,16.2,1.0,True
61425,2019,5,3,16.9,1.0,True
61425,2019,5,4,17.5,1.0,True
61425,2019,5,5,13.6,1.0,True
61425,2019,5,6,13.8,1.0,True
61425,2019,5,7,6.6,1.0,True
61425,2019,5,8,8.9,1.0,True
61425,2019,5,9,6.0,1.0,True
61425,2019,5,10,7.9,1.0,True
61425,2019,5,11,10.4,1.0,True
61425,2019,5,12,8.7,1.0,True
61425,2019,5,13,7.7,1.0,True
61425,2019,5,14,10.9,1.0,True
61425,2019,5,15,9.9,1.0,True
61425,2019,5,16,9.3,1.0,True
61425,2019,5,17,9.0,1.0,True
61425,2019,5,18,9.9,1.0,True
61425,2019,5,19,12.2,1.0,True
61425,2019,5,20,9.9,1.0,True
61425,2019,5,21,10.2,1.0,True
61425,2019,5,22,10.8,1.0,True
61425,2019,5,23,12.8,1.0,True
61425,2019,5,24,10.4,1.0,True
61425,2019,5,25,7.4,1.0,True
61425,2019,5,26,11.4,1.0,True
61425,2019,5,27,6.0,1.0,True
61425,2019,5,28,7.3,1.0,True
61425,2019,5,29,11.6,1.0,True
61425,2019,5,30,6.5,1.0,True
61425,2019,5,31,4.7,1.0,True
61425,2019,6,1,8.9,1.0,True
61425,2019,6,2,11.3,1.0,True
61425,2019,6,3,10.9,1.0,True
61425,2019,6,4,6.8,1.0,True
61425,2019,6,5,8.8,1.0,True
61425,2019,6,6,4.4,1.0,True
61425,2019,6,7,8.9,1.0,True
61425,2019,6,8,9.0,1.0,True
61425,2019,6,9,10.1,1.0,True
61425,2019,6,10,8.0,1.0,True
61425,2019,6,11,9.1,1.0,True
61425,2019,6,12,7.7,1.0,True
61425,2019,6,13,12.7,1.0,True
61425,2019,6,14,6.9,1.0,True
61425,2019,6,15,4.9,1.0,True
61425,2019,6,16,7.7,1.0,True
61425,2019,6,17,12.1,1.0,True
61425,2019,6,18,11.7,1.0,True
61425,2019,6,19,7.0,1.0,True
61425,2019,6,20,5.0,1.0,True
61425,2019,6,21,7.2,1.0,True
61425,2019,6,22,7.3,1.0,True
61425,2019,6,23,8.8,1.0,True
61425,2019,6,24,9.1,1.0,True
61425,2019,6,25,11.0,1.0,True
61425,2019,6,26,11.2,1.0,True
61425,2019,6,27,10.5,1.0,True
61425,2019,6,28,8.9,1.0,True
61425,2019,6,29,6.1,1.0,True
61425,2019,6,30,10.3,1.0,True
61425,2019,7,1,4.7,1.0,False
61425,2019,7,2,2.7,1.0,False
61425,2019,7,3,3.9,1.0,False
61425,2019,7,4,11.5,1.0,False
61425,2019,7,5,9.9,1.0,False
61425,2019,7,6,10.6,1.0,False
61425,2019,7,7,11.1,1.0,False
61425,2019,7,8,9.3,1.0,False
61425,2019,7,9,7.4,1.0,False
61425,2019,7,10,3.6,1.0,False
61425,2019,7,11,7.3,1.0,False
61425,2019,7,12,7.2,1.0,False
61425,2019,7,13,11.3,1.0,False
61425,2019,7,14,4.0,1.0,False
61425,2019,7,15,8.3,1.0,False
61425,2019,7,16,8.3,1.0,False
61425,2019,7,17,5.7,1.0,False
61425,2019,7,18,7.6,1.0,False
61425,2019,7,19,3.7,1.0,False
61425,2019,7,20,2.3,1.0,False
61425,2019,7,21,3.0,1.0,False
61425,2019,7,22,7.2,1.0,False
61425,2019,7,23,7.9,1.0,False
61425,2019,7,24,6.5,1.0,False
61425,2019,7,25,5.8,1.0,True
61425,2019,7,26,4.7,1.0,False
61425,2019,7,27,10.4,1.0,False
61425,2019,7,28,6.3,1.0,False
61425,2019,7,29,3.9,1.0,False
61425,2019,7,30,10.2,1.0,False
61425,2019,7,31,9.6,1.0,False
61425,2019,8,1,9.9,1.0,True
61425,2019,8,2,7.6,1.0,True
61425,2019,8,3,4.9,1.0,True
61425,2019,8,4,7.4,1.0,True
61425,2019,8,5,6.3,1.0,True
61425,2019,8,6,3.1,1.0,True
61425,2019,8,7,2.9,1.0,True
61425,2019,8,8,6.6,1.0,True
61425,2019,8,9,12.9,1.0,True
61425,2019,8,10,9.1,1.0,True
61425,2019,8,11,8.7,1.0,True
61425,2019,8,12,7.9,1.0,True
61425,2019,8,13,3.5,1.0,True
61425,2019,8,14,4.7,1.0,True
61425,2019,8,15,2.7,1.0,True
61425,2019,8,16,1.8,1.0,True
61425,2019,8,17,6.6,1.0,True
61425,2019,8,18,5.7,1.0,True
61425,2019,8,19,10.9,1.0,True
61425,2019,8,20,5.3,1.0,True
61425,2019,8,21,6.1,1.0,True
61425,2019,8,22,8.5,1.0,True
61425,2019,8,23,8.0,1.0,True
61425,2019,8,24,3.0,1.0,True
61425,2019,8,25,4.4,1.0,True
61425,2019,8,26,12.1,1.0,True
61425,2019,8,27,11.9,1.0,True
61425,2019,8,28,10.1,1.0,True
61425,2019,8,29,7.4,1.0,True
61425,2019,8,30,9.6,1.0,True
61425,2019,8,31,11.4,1.0,True
61425,2019,9,1,8.8,1.0,False
61425,2019,9,2,7.8,1.0,False
61425,2019,9,3,7.7,1.0,False
61425,2019,9,4,7.1,1.0,True
61425,2019,9,5,10.6,1.0,False
61425,2019,9,6,10.2,1.0,False
61425,2019,9,7,9.8,1.0,False
61425,2019,9,8,8.5,1.0,False
61425,2019,9,9,8.6,1.0,False
61425,2019,9,10,9.2,1.0,False
61425,2019,9,11,6.6,1.0,False
61425,2019,9,12,5.3,1.0,False
61425,2019,9,13,9.2,1.0,False
61425,2019,9,14,6.6,1.0,False
61425,2019,9,15,5.7,1.0,False
61425,2019,9,16,7.5,1.0,False
61425,2019,9,17,8.6,1.0,False
61425,2019,9,18,9.5,1.0,False
61425,2019,9,19,13.8,1.0,False
61425,2019,9,20,12.9,1.0,False
61425,2019,9,21,15.0,1.0,False
61425,2019,9,22,16.3,1.0,False
61425,2019,9,23,12.5,1.0,False
61425,2019,9,24,6.7,1.0,False
61425,2019,9,25,7.1,1.0,False
61425,2019,9,26,11.6,1.0,False
61425,2019,9,27,10.7,1.0,False
61425,2019,9,28,9.6,1.0,False
61425,2019,9,29,8.6,1.0,False
61425,2019,9,30,13.3,1.0,False
61425,2019,10,1,10.5,1.0,True
61425,2019,10,2,8.2,1.0,True
61425,2019,10,3,9.0,1.0,True
61425,2019,10,4,11.6,1.0,True
61425,2019,10,5,15.5,1.0,True
61425,2019,10,6,12.8,1.0,True
61425,2019,10,7,15.3,1.0,True
61425,2019,10,8,14.8,1.0,True
61425,2019,10,9,11.7,1.0,True
61425,2019,10,10,11.1,1.0,True
61425,2019,10,11,10.5,1.0,True
61425,2019,10,12,11.8,1.0,True
61425,2019,10,13,12.1,1.0,True
61425,2019,10,14,9.1,1.0,True
61425,2019,10,15,12.2,1.0,True
61425,2019,10,16,16.1,1.0,True
61425,2019,10,17,15.7,1.0,True
61425,2019,10,18,11.0,1.0,True
61425,2019,10,19,7.4,1.0,True
61425,2019,10,20,10.0,1.0,True
61425,2019,10,21,10.2,1.0,True
61425,2019,10,22,9.7,1.0,True
61425,2019,10,23,15.8,1.0,True
61425,2019,10,24,13.6,1.0,True
61425,2019,10,25,16.0,1.0,True
61425,2019,10,26,19.0,1.0,True
61425,2019,10,27,11.5,1.0,True
61425,2019,10,28,10.3,1.0,True
61425,2019,10,29,10.7,1.0,True
61425,2019,10,30,12.7,1.0,True
61425,2019,10,31,13.6,1.0,True
61425,2019,11,1,13.2,1.0,False
61425,2019,11,2,14.4,1.0,False
61425,2019,11,3,15.2,1.0,False
61425,2019,11,4,16.4,1.0,False
61425,2019,11,5,15.9,1.0,False
61425,2019,11,6,8.7,1.0,False
61425,2019,11,7,13.9,1.0,False
61425,2019,11,8,10.9,1.0,False
61425,2019,11,9,13.4,1.0,False
61425,2019,11,10,9.2,1.0,False
61425,2019,11,11,11.1,1.0,False
61425,2019,11,12,11.5,1.0,False
61425,2019,11,13,12.9,1.0,False
61425,2019,11,14,9.2,1.0,False
61425,2019,11,15,10.6,1.0,False
61425,2019,11,16,16.6,1.0,False
61425,2019,11,17,16.9,1.0,False
61425,2019,11,18,13.3,1.0,False
61425,2019,11,19,11.8,1.0,False
61425,2019,11,20,18.7,1.0,False
61425,2019,11,21,15.0,1.0,False
61425,2019,11,22,17.3,1.0,False
61425,2019,11,23,18.1,1.0,False
61425,2019,11,24,17.6,1.0,False
61425,2019,11,25,18.1,1.0,False
61425,2019,11,26,16.8,1.0,False
61425,2019,11,27,10.1,1.0,False
61425,2019,11,28,11.7,1.0,False
61425,2019,11,29,19.3,1.0,False
61425,2019,11,30,17.8,1.0,False
61425,2019,12,1,16.4,1.0,True
61425,2019,12,2,15.4,1.0,True
61425,2019,12,3,10.7,1.0,True
61425,2019,12,4,14.1,1.0,True
61425,2019,12,5,12.7,1.0,True
61425,2019,12,6,16.9,1.0,True
61425,2019,12,7,16.6,1.0,True
61425,2019,12,8,17.5,1.0,True
61425,2019,12,9,19.4,1.0,True
61425,2019,12,10,16.8,1.0,True
61425,2019,12,11,18.5,1.0,True
61425,2019,12,12,18.8,1.0,True
61425,2019,12,13,18.0,1.0,True
61425,2019,12,14,17.0,1.0,True
61425,2019,12,15,19.0,1.0,True
61425,2019,12,16,18.3,1.0,True
61425,2019,12,17,15.5,1.0,True
61425,2019,12,18,13.0,1.0,True
61425,2019,12,19,15.4,1.0,True
61425,2019,12,20,20.0,1.0,True
61425,2019,12,21,19.7,1.0,True
61425,2019,12,22,19.1,1.0,True
61425,2019,12,23,16.9,1.0,True
61425,2019,12,24,18.5,1.0,True
61425,2019,12,25,19.4,1.0,True
61425,2019,12,26,18.1,1.0,True
61425,2019,12,27,17.2,1.0,True
61425,2019,12,28,15.5,1.0,True
61425,2019,12,29,16.2,1.0,True
61425,2019,12,30,16.5,1.0,True
61425,2019,12,31,17.6,1.0,True
61425,2020,1,1,19.8,1.0,False
61425,2020,1,2,19.6,1.0,False
61425,2020,1,3,21.4,1.0,False
61425,2020,1,4,19.4,1.0,False
61425,2020,1,5,22.0,1.0,False
61425,2020,1,6,18.4,1.0,False
61425,2020,1,7,20.5,1.0,False
61425,2020,1,8,22.0,1.0,False
61425,2020,1,9,21.7,1.0,False
61425,2020,1,10,20.9,1.0,False
61425,2020,1,11,19.7,1.0,False
61425,2020,1,12,18.4,1.0,False
61425,2020,1,13,18.3,1.0,False
61425,2020,1,14,17.9,1.0,False
61425,2020,1,15,16.7,1.0,False
61425,2020,1,16,21.0,1.0,False
61425,2020,1,17,21.6,1.0,False
61425,2020,1,18,19.3,1.0,False
61425,2020,1,19,18.9,1.0,False
61425,2020,1,20,19.2,1.0,False
61425,2020,1,21,16.6,1.0,False
61425,2020,1,22,18.5,1.0,False
61425,2020,1,23,19.1,1.0,True
61425,2020,1,24,22.9,1.0,False
61425,2020,1,25,23.7,1.0,False
61425,2020,1,26,23.4,1.0,False
61425,2020,1,27,23.9,1.0,False
61425,2020,1,28,21.2,1.0,False
61425,2020,1,29,23.5,1.0,False
61425,2020,1,30,18.7,1.0,False
61425,2020,1,31,23.0,1.0,False
61425,2020,2,1,22.6,1.0,True
61425,2020,2,2,24.1,1.0,True
61425,2020,2,3,23.0,1.0,True
61425,2020,2,4,19.4,1.0,True
61425,2020,2,5,15.5,1.0,True
61425,2020,2,6,19.4,1.0,True
61425,2020,2,7,18.7,1.0,True
61425,2020,2,8,18.8,1.0,True
61425,2020,2,9,20.0,1.0,True
61425,2020,2,10,20.6,1.0,True
61425,2020,2,11,19.6,1.0,True
61425,2020,2,12,20.7,1.0,True
61425,2020,2,13,22.0,1.0,True
61425,2020,2,14,20.2,1.0,True
61425,2020,2,15,16.5,1.0,True
61425,2020,2,16,19.6,1.0,True
61425,2020,2,17,20.8,1.0,True
61425,2020,2,18,18.8,1.0,True
61425,2020,2,19,19.9,1.0,True
61425,2020,2,20,15.3,1.0,True
61425,2020,2,21,19.0,1.0,True
61425,2020,2,22,18.4,1.0,True
61425,2020,2,23,18.5,1.0,True
61425,2020,2,24,17.8,1.0,True
61425,2020,2,25,18.2,1.0,True
61425,2020,2,26,19.7,1.0,True
61425,2020,2,27,19.7,1.0,True
61425,2020,2,28,15.7,1.0,True
61425,2020,2,29,17.0,1.0,True
61425,2020,3,1,16.9,1.0,True
61425,2020,3,2,17.1,1.0,True
61425,2020,3,3,20.1,1.0,True
61425,2020,3,4,19.3,1.0,True
61425,2020,3,5,20.6,1.0,True
61425,2020,3,6,21.6,1.0,True
61425,2020,3,7,20.2,1.0,True
61425,2020,3,8,17.0,1.0,True
61425,2020,3,9,17.4,1.0,True
61425,2020,3,10,16.1,1.0,True
61425,2020,3,11,13.8,1.0,True
61425,2020,3,12,14.2,1.0,True
61425,2020,3,13,12.4,1.0,True
61425,2020,3,14,13.9,1.0,True
61425,2020,3,15,13.6,1.0,True
61425,2020,3,16,15.3,1.0,True
61425,2020,3,17,14.3,1.0,True
61425,2020,3,18,11.3,1.0,True
61425,2020,3,19,13.4,1.0,True
61425,2020,3,20,16.2,1.0,True
61425,2020,3,21,17.0,1.0,True
61425,2020,3,22,16.9,1.0,True
61425,2020,3,23,17.3,1.0,True
61425,2020,3,24,15.6,1.0,True
61425,2020,3,25,15.3,1.0,True
61425,2020,3,26,17.0,1.0,True
61425,2020,3,27,15.8,1.0,True
61425,2020,3,28,12.6,1.0,True
61425,2020,3,29,16.8,1.0,True
61425,2020,3,30,17.7,1.0,True
61425,2020,3,31,15.7,1.0,True
61425,2020,4,1,19.4,1.0,True
61425,2020,4,2,17.5,1.0,True
61425,2020,4,3,16.4,1.0,True
61425,2020,4,4,19.4,1.0,True
61425,2020,4,5,12.9,1.0,True
61425,2020,4,6,13.0,1.0,True
61425,2020,4,7,15.3,1.0,True
61425,2020,4,8,13.8,1.0,True
61425,2020,4,9,15.6,1.0,True
61425,2020,4,10,16.5,1.0,True
61425,2020,4,11,15.3,1.0,True
61425,2020,4,12,11.4,1.0,True
61425,2020,4,13,8.2,1.0,True
61425,2020,4,14,10.3,1.0,True
61425,2020,4,15,12.0,1.0,True
61425,2020,4,16,14.9,1.0,True
61425,2020,4,17,16.7,1.0,True
61425,2020,4,18,9.4,1.0,True
61425,2020,4,19,9.3,1.0,True
61425,2020,4,20,10.2,1.0,True
61425,2020,4,21,13.1,1.0,True
61425,2020,4,22,12.0,1.0,True
61425,2020,4,23,8.9,1.0,True
61425,2020,4,24,13.5,1.0,True
61425,2020,4,25,11.2,1.0,True
61425,2020,4,26,11.2,1.0,True
61425,2020,4,27,15.7,1.0,True
61425,2020,4,28,16.0,1.0,True
61425,2020,4,29,15.3,1.0,True
61425,2020,4,30,17.5,1.0,True
61425,2020,5,1,8.9,1.0,False
61425,2020,5,2,12.5,1.0,False
61425,2020,5,3,7.5,1.0,False
61425,2020,5,4,6.9,1.0,False
61425,2020,5,5,13.0,1.0,False
61425,2020,5,6,9.0,1.0,False
61425,2020,5,7,7.8,1.0,False
61425,2020,5,8,13.2,1.0,False
61425,2020,5,9,12.1,1.0,False
61425,2020,5,10,10.9,1.0,False
61425,2020,5,11,6.9,1.0,False
61425,2020,5,12,5.3,1.0,False
61425,2020,5,13,7.1,1.0,False
61425,2020,5,14,7.9,1.0,False
61425,2020,5,15,9.8,1.0,False
61425,2020,5,16,11.2,1.0,False
61425,2020,5,17,7.3,1.0,False
61425,2020,5,18,8.6,1.0,False
61425,2020,5,19,10.5,1.0,False
61425,2020,5,20,10.0,1.0,False
61425,2020,5,21,11.5,1.0,False
61425,2020,5,22,9.6,1.0,False
61425,2020,5,23,11.8,1.0,False
61425,2020,5,24,14.3,1.0,False
61425,2020,5,27,10.5,1.0,False
61425,2020,5,28,8.6,1.0,False
61425,2020,5,29,10.3,1.0,False
61425,2020,5,30,8.0,1.0,False
61425,2020,5,31,10.5,1.0,False
61425,2020,6,1,9.9,1.0,True
61425,2020,6,2,6.8,1.0,True
61425,2020,6,3,6.3,1.0,True
61425,2020,6,4,11.5,1.0,True
61425,2020,6,5,5.3,1.0,True
61425,2020,6,6,5.4,1.0,True
61425,2020,6,7,5.9,1.0,True
61425,2020,6,8,10.2,1.0,True
61425,2020,6,9,10.2,1.0,True
61425,2020,6,10,12.0,1.0,True
61425,2020,6,11,13.3,1.0,True
61425,2020,6,12,12.3,1.0,True
61425,2020,6,13,9.1,1.0,True
61425,2020,6,14,12.8,1.0,True
61425,2020,6,15,5.4,1.0,True
61425,2020,6,16,6.1,1.0,True
61425,2020,6,17,7.0,1.0,True
61425,2020,6,18,11.6,1.0,True
61425,2020,6,19,7.1,1.0,True
61425,2020,6,20,6.2,1.0,True
61425,2020,6,21,10.0,1.0,True
61425,2020,6,22,5.6,1.0,True
61425,2020,6,23,4.6,1.0,True
61425,2020,6,24,6.5,1.0,True
61425,2020,6,25,8.4,1.0,True
61425,2020,6,26,7.6,1.0,True
61425,2020,6,27,5.4,1.0,True
61425,2020,6,28,9.3,1.0,True
61425,2020,6,29,9.6,1.0,True
61425,2020,6,30,6.2,1.0,True
61425,2020,7,1,5.4,1.0,False
61425,2020,7,2,6.3,1.0,True
61425,2020,7,3,9.1,1.0,False
61425,2020,7,4,5.7,1.0,False
61425,2020,7,5,5.5,1.0,False
61425,2020,7,6,5.6,1.0,False
61425,2020,7,7,8.0,1.0,False
61425,2020,7,8,10.6,1.0,False
61425,2020,7,9,5.7,1.0,False
61425,2020,7,10,8.4,1.0,False
61425,2020,7,11,11.5,1.0,False
61425,2020,7,12,8.4,1.0,False
61425,2020,7,13,6.0,1.0,False
61425,2020,7,14,9.3,1.0,False
61425,2020,7,15,12.1,1.0,False
61425,2020,7,16,10.8,1.0,False
61425,2020,7,17,12.5,1.0,False
61425,2020,7,18,8.5,1.0,False
61425,2020,7,19,4.7,1.0,False
61425,2020,7,20,6.4,1.0,False
61425,2020,7,21,6.0,1.0,False
61425,2020,7,22,5.2,1.0,False
61425,2020,7,23,3.8,1.0,False
61425,2020,7,24,4.0,1.0,False
61425,2020,7,25,5.8,1.0,False
61425,2020,7,26,9.3,1.0,False
61425,2020,7,27,13.1,1.0,False
61425,2020,7,28,12.6,1.0,False
61425,2020,7,29,8.8,1.0,False
61425,2020,7,30,9.4,1.0,False
61425,2020,7,31,9.3,1.0,False
61425,2020,8,1,4.1,1.0,True
61425,2020,8,2,4.8,1.0,True
61425,2020,8,3,4.3,1.0,True
61425,2020,8,4,9.1,1.0,True
61425,2020,8,5,4.0,1.0,True
61425,2020,8,6,3.4,1.0,True
61425,2020,8,7,5.8,1.0,True
61425,2020,8,8,9.4,1.0,True
61425,2020,8,9,8.9,1.0,True
61425,2020,8,10,7.5,1.0,True
61425,2020,8,11,10.7,1.0,True
61425,2020,8,12,8.4,1.0,True
61425,2020,8,13,8.0,1.0,True
61425,2020,8,14,7.6,1.0,True
61425,2020,8,15,10.9,1.0,True
61425,2020,8,16,10.7,1.0,True
61425,2020,8,17,10.1,1.0,True
61425,2020,8,18,10.2,1.0,True
61425,2020,8,19,8.2,1.0,True
61425,2020,8,20,10.2,1.0,True
61425,2020,8,21,6.4,1.0,True
61425,2020,8,22,8.4,1.0,True
61425,2020,8,23,8.1,1.0,True
61425,2020,8,24,5.6,1.0,True
61425,2020,8,25,6.2,1.0,True
61425,2020,8,26,3.8,1.0,True
61425,2020,8,27,3.4,1.0,True
61425,2020,8,28,7.0,1.0,True
61425,2020,8,29,3.3,1.0,True
61425,2020,8,30,4.3,1.0,True
61425,2020,8,31,9.7,1.0,True
61425,2020,9,1,8.5,1.0,True
61425,2020,9,2,6.2,1.0,True
61425,2020,9,3,12.0,1.0,True
61425,2020,9,4,14.5,1.0,True
61425,2020,9,5,12.5,1.0,True
61425,2020,9,6,8.2,1.0,True
61425,2020,9,7,7.6,1.0,True
61425,2020,9,8,7.6,1.0,True
61425,2020,9,9,11.8,1.0,True
61425,2020,9,10,12.2,1.0,True
61425,2020,9,11,8.6,1.0,True
61425,2020,9,12,7.8,1.0,True
61425,2020,9,13,8.5,1.0,True
61425,2020,9,14,9.4,1.0,True
61425,2020,9,15,14.2,1.0,True
61425,2020,9,16,10.6,1.0,True
61425,2020,9,17,11.0,1.0,True
61425,2020,9,18,15.0,1.0,True
61425,2020,9,19,14.7,1.0,True
61425,2020,9,20,16.3,1.0,True
61425,2020,9,21,12.8,1.0,True
61425,2020,9,22,17.3,1.0,True
61425,2020,9,23,8.9,1.0,True
61425,2020,9,24,9.5,1.0,True
61425,2020,9,25,6.7,1.0,True
61425,2020,9,26,9.7,1.0,True
61425,2020,9,27,7.3,1.0,True
61425,2020,9,28,5.5,1.0,True
61425,2020,9,29,7.5,1.0,True
61425,2020,9,30,9.7,1.0,True
61425,2020,10,1,13.1,1.0,True
61425,2020,10,2,8.7,1.0,True
61425,2020,10,3,9.6,1.0,True
61425,2020,10,4,12.2,1.0,True
61425,2020,10,5,12.7,1.0,True
61425,2020,10,6,15.8,1.0,True
61425,2020,10,7,16.5,1.0,True
61425,2020,10,8,15.1,1.0,True
61425,2020,10,9,9.4,1.0,True
61425,2020,10,10,8.5,1.0,True
61425,2020,10,11,7.9,1.0,True
61425,2020,10,12,17.4,1.0,True
61425,2020,10,13,12.0,1.0,True
61425,2020,10,14,17.4,1.0,True
61425,2020,10,15,13.4,1.0,True
61425,2020,10,16,14.8,1.0,True
61425,2020,10,17,15.8,1.0,True
61425,2020,10,18,17.3,1.0,True
61425,2020,10,19,15.2,1.0,True
61425,2020,10,20,14.6,1.0,True
61425,2020,10,21,11.8,1.0,True
61425,2020,10,22,12.6,1.0,True
61425,2020,10,23,15.9,1.0,True
61425,2020,10,24,18.4,1.0,True
61425,2020,10,25,14.0,1.0,True
61425,2020,10,26,13.2,1.0,True
61425,2020,10,27,13.5,1.0,True
61425,2020,10,28,12.2,1.0,True
61425,2020,10,29,15.7,1.0,True
61425,2020,10,30,10.6,1.0,True
61425,2020,10,31,16.3,1.0,True
61425,2020,11,1,13.7,1.0,True
61425,2020,11,2,15.5,1.0,True
61425,2020,11,3,11.2,1.0,True
61425,2020,11,4,10.6,1.0,True
61425,2020,11,5,16.3,1.0,True
61425,2020,11,6,12.7,1.0,True
61425,2020,11,7,10.4,1.0,True
61425,2020,11,8,12.1,1.0,True
61425,2020,11,9,13.6,1.0,True
61425,2020,11,10,10.0,1.0,True
61425,2020,11,11,11.6,1.0,True
61425,2020,11,12,15.0,1.0,True
61425,2020,11,13,18.3,1.0,True
61425,2020,11,14,14.2,1.0,True
61425,2020,11,15,13.4,1.0,True
61425,2020,11,16,15.8,1.0,True
61425,2020,11,17,19.4,1.0,True
61425,2020,11,18,16.7,1.0,True
61425,2020,11,19,13.7,1.0,True
61425,2020,11,20,15.5,1.0,True
61425,2020,11,21,19.2,1.0,True
61425,2020,11,22,16.9,1.0,True
61425,2020,11,23,19.2,1.0,True
61425,2020,11,24,18.7,1.0,True
61425,2020,11,25,16.5,1.0,True
61425,2020,11,26,14.8,1.0,True
61425,2020,11,27,19.3,1.0,True
61425,2020,11,28,18.1,1.0,True
61425,2020,11,29,24.3,1.0,True
61425,2020,11,30,18.6,1.0,True
61425,2020,12,1,18.5,1.0,True
61425,2020,12,2,19.7,1.0,True
61425,2020,12,3,17.4,1.0,True
61425,2020,12,4,17.5,1.0,True
61425,2020,12,5,19.0,1.0,True
61425,2020,12,6,20.6,1.0,True
61425,2020,12,7,14.4,1.0,True
61425,2020,12,8,15.5,1.0,True
61425,2020,12,9,12.2,1.0,True
61425,2020,12,10,14.4,1.0,True
61425,2020,12,11,15.4,1.0,True
61425,2020,12,12,17.2,1.0,True
61425,2020,12,13,13.8,1.0,True
61425,2020,12,14,17.3,1.0,True
61425,2020,12,15,18.2,1.0,True
61425,2020,12,16,20.6,1.0,True
61425,2020,12,17,21.4,1.0,True
61425,2020,12,18,21.1,1.0,True
61425,2020,12,19,18.6,1.0,True
61425,2020,12,20,18.1,1.0,True
61425,2020,12,21,17.5,1.0,True
61425,2020,12,22,18.4,1.0,True
61425,2020,12,23,14.3,1.0,True
61425,2020,12,24,15.3,1.0,True
61425,2020,12,25,19.1,1.0,True
61425,2020,12,26,17.2,1.0,True
61425,2020,12,27,15.8,1.0,True
61425,2020,12,28,20.9,1.0,True
61425,2020,12,29,17.4,1.0,True
61425,2020,12,30,18.2,1.0,True
61425,2020,12,31,18.4,1.0,True
61425,2021,1,1,17.5,1.0,True
61425,2021,1,2,17.4,1.0,True
61425,2021,1,3,18.5,1.0,True
61425,2021,1,4,17.5,1.0,True
61425,2021,1,5,17.5,1.0,True
61425,2021,1,6,20.1,1.0,True
61425,2021,1,7,18.8,1.0,True
61425,2021,1,8,16.6,1.0,True
61425,2021,1,9,16.3,1.0,True
61425,2021,1,10,14.4,1.0,True
61425,2021,1,11,15.7,1.0,True
61425,2021,1,12,16.1,1.0,True
61425,2021,1,13,17.0,1.0,True
61425,2021,1,14,19.1,1.0,True
61425,2021,1,15,21.6,1.0,True
61425,2021,1,16,15.6,1.0,True
61425,2021,1,17,12.2,1.0,True
61425,2021,1,18,16.1,1.0,True
61425,2021,1,19,19.8,1.0,True
61425,2021,1,20,16.4,1.0,True
61425,2021,1,21,12.4,1.0,True
61425,2021,1,22,15.4,1.0,True
