Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality_Y
61425,2015,4,30,13.3,1.0,True
61425,2015,5,1,14.6,1.0,True
61425,2015,5,2,15.8,1.0,True
61425,2015,5,3,18.6,1.0,True
61425,2015,5,4,17.0,1.0,True
61425,2015,5,5,12.9,1.0,True
61425,2015,5,6,10.7,1.0,True
61425,2015,5,7,10.6,1.0,True
61425,2015,5,8,7.5,1.0,True
61425,2015,5,9,7.0,1.0,True
61425,2015,5,10,10.2,1.0,True
61425,2015,5,11,15.1,1.0,True
61425,2015,5,12,12.2,1.0,True
61425,2015,5,13,10.8,1.0,True
61425,2015,5,14,5.7,1.0,True
61425,2015,5,15,9.6,1.0,True
61425,2015,5,16,13.2,1.0,True
61425,2015,5,17,11.1,1.0,True
61425,2015,5,18,9.7,1.0,True
61425,2015,5,19,11.4,1.0,True
61425,2015,5,20,14.0,1.0,True
61425,2015,5,21,13.5,1.0,True
61425,2015,5,22,13.6,1.0,True
61425,2015,5,23,11.8,1.0,True
61425,2015,5,24,7.8,1.0,True
61425,2015,5,25,7.1,1.0,True
61425,2015,5,26,7.7,1.0,True
61425,2015,5,27,9.5,1.0,True
61425,2015,5,28,7.7,1.0,True
61425,2015,5,29,14.0,1.0,True
61425,2015,5,30,8.8,1.0,True
61425,2015,5,31,10.4,1.0,True
61425,2015,6,1,7.6,1.0,True
61425,2015,6,2,6.0,1.0,True
61425,2015,6,3,6.7,1.0,True
61425,2015,6,4,8.1,1.0,True
61425,2015,6,5,6.4,1.0,True
61425,2015,6,6,9.0,1.0,True
61425,2015,6,7,5.6,1.0,True
61425,2015,6,8,12.2,1.0,True
61425,2015,6,9,9.3,1.0,True
61425,2015,6,10,8.7,1.0,True
61425,2015,6,11,11.3,1.0,True
61425,2015,6,12,11.4,1.0,True
61425,2015,6,13,9.2,1.0,True
61425,2015,6,14,6.7,1.0,True
61425,2015,6,15,9.2,1.0,True
61425,2015,6,16,13.2,1.0,True
61425,2015,6,17,13.8,1.0,True
61425,2015,6,18,8.6,1.0,True
61425,2015,6,19,10.2,1.0,True
61425,2015,6,20,9.3,1.0,True
61425,2015,6,21,8.3,1.0,True
61425,2015,6,22,5.6,1.0,True
61425,2015,6,23,4.7,1.0,True
61425,2015,6,24,8.8,1.0,True
61425,2015,6,25,11.6,1.0,True
61425,2015,6,26,10.2,1.0,True
61425,2015,6,27,4.8,1.0,True
61425,2015,6,28,5.3,1.0,True
61425,2015,6,29,7.4,1.0,True
61425,2015,6,30,5.7,1.0,True
61425,2015,7,1,9.3,1.0,True
61425,2015,7,2,4.8,1.0,True
61425,2015,7,3,6.4,1.0,True
61425,2015,7,4,2.4,1.0,True
61425,2015,7,5,1.6,1.0,True
61425,2015,7,6,4.2,1.0,True
61425,2015,7,7,4.4,1.0,True
61425,2015,7,8,7.8,1.0,True
61425,2015,7,9,4.2,1.0,True
61425,2015,7,10,4.4,1.0,True
61425,2015,7,11,7.0,1.0,True
61425,2015,7,12,8.3,1.0,True
61425,2015,7,13,7.5,1.0,True
61425,2015,7,14,8.0,1.0,True
61425,2015,7,15,6.2,1.0,True
61425,2015,7,16,6.4,1.0,True
61425,2015,7,17,5.9,1.0,True
61425,2015,7,18,7.5,1.0,True
61425,2015,7,19,8.2,1.0,True
61425,2015,7,20,8.9,1.0,True
61425,2015,7,21,5.3,1.0,True
61425,2015,7,22,6.9,1.0,True
61425,2015,7,23,8.9,1.0,True
61425,2015,7,24,9.0,1.0,True
61425,2015,7,25,7.1,1.0,True
61425,2015,7,26,9.1,1.0,True
61425,2015,7,27,7.0,1.0,True
61425,2015,7,28,4.9,1.0,True
61425,2015,7,29,4.6,1.0,True
61425,2015,7,30,4.8,1.0,True
61425,2015,7,31,11.0,1.0,True
61425,2015,8,1,4.1,1.0,True
61425,2015,8,2,8.6,1.0,True
61425,2015,8,3,5.8,1.0,True
61425,2015,8,4,6.8,1.0,True
61425,2015,8,5,4.3,1.0,True
61425,2015,8,6,3.8,1.0,True
61425,2015,8,7,5.9,1.0,True
61425,2015,8,8,5.0,1.0,True
61425,2015,8,9,5.3,1.0,True
61425,2015,8,10,6.5,1.0,True
61425,2015,8,11,5.8,1.0,True
61425,2015,8,12,2.1,1.0,True
61425,2015,8,13,7.4,1.0,True
61425,2015,8,14,3.4,1.0,True
61425,2015,8,15,4.6,1.0,True
61425,2015,8,16,6.8,1.0,True
61425,2015,8,17,6.8,1.0,True
61425,2015,8,18,6.2,1.0,True
61425,2015,8,19,5.7,1.0,True
61425,2015,8,20,4.4,1.0,True
61425,2015,8,21,6.3,1.0,True
61425,2015,8,22,10.1,1.0,True
61425,2015,8,23,14.2,1.0,True
61425,2015,8,24,14.2,1.0,True
61425,2015,8,25,13.5,1.0,True
61425,2015,8,26,12.6,1.0,True
61425,2015,8,27,9.8,1.0,True
61425,2015,8,28,8.4,1.0,True
61425,2015,8,29,6.1,1.0,True
61425,2015,8,30,6.6,1.0,True
61425,2015,8,31,9.3,1.0,True
61425,2015,9,1,6.6,1.0,True
61425,2015,9,2,4.8,1.0,True
61425,2015,9,3,9.4,1.0,True
61425,2015,9,4,12.8,1.0,True
61425,2015,9,5,8.2,1.0,True
61425,2015,9,6,12.5,1.0,True
61425,2015,9,7,7.9,1.0,True
61425,2015,9,8,7.6,1.0,True
61425,2015,9,9,6.9,1.0,True
61425,2015,9,10,9.5,1.0,True
61425,2015,9,11,9.8,1.0,True
61425,2015,9,12,7.2,1.0,True
61425,2015,9,13,9.5,1.0,True
61425,2015,9,14,9.4,1.0,True
61425,2015,9,15,10.7,1.0,True
61425,2015,9,16,7.9,1.0,True
61425,2015,9,17,10.7,1.0,True
61425,2015,9,18,12.8,1.0,True
61425,2015,9,19,12.4,1.0,True
61425,2015,9,20,11.7,1.0,True
61425,2015,9,21,9.2,1.0,True
61425,2015,9,22,12.0,1.0,True
61425,2015,9,23,9.2,1.0,True
61425,2015,9,24,9.2,1.0,True
61425,2015,9,25,10.0,1.0,True
61425,2015,9,26,11.1,1.0,True
61425,2015,9,27,12.1,1.0,True
61425,2015,9,28,9.4,1.0,True
61425,2015,9,29,8.0,1.0,True
61425,2015,9,30,12.0,1.0,True
61425,2015,10,1,13.4,1.0,True
61425,2015,10,2,14.9,1.0,True
61425,2015,10,3,11.1,1.0,True
61425,2015,10,4,14.5,1.0,True
61425,2015,10,5,11.2,1.0,True
61425,2015,10,6,13.2,1.0,True
61425,2015,10,7,13.9,1.0,True
61425,2015,10,8,15.4,1.0,True
61425,2015,10,9,15.1,1.0,True
61425,2015,10,10,12.8,1.0,True
61425,2015,10,11,11.5,1.0,True
61425,2015,10,12,13.8,1.0,True
61425,2015,10,13,18.3,1.0,True
61425,2015,10,14,14.3,1.0,True
61425,2015,10,15,13.4,1.0,True
61425,2015,10,16,14.9,1.0,True
61425,2015,10,17,15.4,1.0,True
61425,2015,10,18,18.7,1.0,True
61425,2015,10,19,18.2,1.0,True
61425,2015,10,20,15.1,1.0,True
61425,2015,10,21,16.0,1.0,True
61425,2015,10,22,17.1,1.0,True
61425,2015,10,23,14.3,1.0,True
61425,2015,10,24,11.1,1.0,True
61425,2015,10,25,12.0,1.0,True
61425,2015,10,26,14.4,1.0,True
61425,2015,10,27,14.7,1.0,True
61425,2015,10,28,13.6,1.0,True
61425,2015,10,29,10.8,1.0,True
61425,2015,10,30,10.9,1.0,True
61425,2015,10,31,13.4,1.0,True
61425,2015,11,1,15.4,1.0,True
61425,2015,11,2,18.1,1.0,True
61425,2015,11,3,18.8,1.0,True
61425,2015,11,4,17.6,1.0,True
61425,2015,11,5,16.6,1.0,True
61425,2015,11,6,18.0,1.0,True
61425,2015,11,7,15.5,1.0,True
61425,2015,11,8,15.4,1.0,True
61425,2015,11,9,11.9,1.0,True
61425,2015,11,10,12.3,1.0,True
61425,2015,11,11,16.5,1.0,True
61425,2015,11,12,17.2,1.0,True
61425,2015,11,13,16.3,1.0,True
61425,2015,11,14,17.0,1.0,True
61425,2015,11,15,15.6,1.0,True
61425,2015,11,16,13.1,1.0,True
61425,2015,11,17,10.8,1.0,True
61425,2015,11,18,13.8,1.0,True
61425,2015,11,19,18.0,1.0,True
61425,2015,11,20,18.7,1.0,True
61425,2015,11,21,20.3,1.0,True
61425,2015,11,22,16.5,1.0,True
61425,2015,11,23,13.8,1.0,True
61425,2015,11,24,17.4,1.0,True
61425,2015,11,25,14.8,1.0,True
61425,2015,11,26,20.1,1.0,True
61425,2015,11,27,16.4,1.0,True
61425,2015,11,28,16.8,1.0,True
61425,2015,11,29,19.8,1.0,True
61425,2015,11,30,18.5,1.0,True
61425,2015,12,1,16.4,1.0,True
61425,2015,12,2,19.5,1.0,True
61425,2015,12,3,12.3,1.0,True
61425,2015,12,4,11.4,1.0,True
61425,2015,12,5,11.7,1.0,True
61425,2015,12,6,13.3,1.0,True
61425,2015,12,7,16.8,1.0,True
61425,2015,12,8,19.9,1.0,True
61425,2015,12,9,20.4,1.0,True
61425,2015,12,10,20.4,1.0,True
61425,2015,12,11,18.4,1.0,True
61425,2015,12,12,18.5,1.0,True
61425,2015,12,13,17.9,1.0,True
61425,2015,12,14,15.1,1.0,True
61425,2015,12,15,16.7,1.0,True
61425,2015,12,16,18.6,1.0,True
61425,2015,12,17,14.8,1.0,True
61425,2015,12,18,16.4,1.0,True
61425,2015,12,19,16.6,1.0,True
61425,2015,12,20,15.9,1.0,True
61425,2015,12,21,20.1,1.0,True
61425,2015,12,22,17.3,1.0,True
61425,2015,12,23,16.9,1.0,True
61425,2015,12,24,14.8,1.0,True
61425,2015,12,25,14.1,1.0,True
61425,2015,12,26,17.1,1.0,True
61425,2015,12,27,17.1,1.0,True
61425,2015,12,28,16.2,1.0,True
61425,2015,12,29,15.6,1.0,True
61425,2015,12,30,12.1,1.0,True
61425,2015,12,31,14.8,1.0,True
61425,2016,1,1,14.8,1.0,True
61425,2016,1,2,15.2,1.0,True
61425,2016,1,3,18.7,1.0,True
61425,2016,1,4,18.5,1.0,True
61425,2016,1,5,18.3,1.0,True
61425,2016,1,6,18.2,1.0,True
61425,2016,1,7,16.5,1.0,True
61425,2016,1,9,16.2,1.0,True
61425,2016,1,10,15.8,1.0,True
61425,2016,1,11,17.7,1.0,True
61425,2016,1,12,18.8,1.0,True
61425,2016,1,13,21.8,1.0,True
61425,2016,1,14,20.6,1.0,True
61425,2016,1,15,14.4,1.0,True
61425,2016,1,16,14.4,1.0,True
61425,2016,1,17,16.7,1.0,True
61425,2016,1,18,15.1,1.0,True
61425,2016,1,19,15.8,1.0,True
61425,2016,1,20,18.1,1.0,True
61425,2016,1,21,22.4,1.0,True
61425,2016,1,22,21.7,1.0,True
61425,2016,1,23,21.8,1.0,True
61425,2016,1,24,20.9,1.0,True
61425,2016,1,25,20.1,1.0,True
61425,2016,1,26,19.3,1.0,True
61425,2016,1,27,19.0,1.0,True
61425,2016,1,28,20.5,1.0,True
61425,2016,1,29,20.5,1.0,True
61425,2016,1,30,20.6,1.0,True
61425,2016,1,31,18.3,1.0,True
61425,2016,2,1,17.7,1.0,True
61425,2016,2,2,15.9,1.0,True
61425,2016,2,3,17.1,1.0,True
61425,2016,2,4,19.4,1.0,True
61425,2016,2,5,19.3,1.0,True
61425,2016,2,6,19.9,1.0,True
61425,2016,2,7,17.3,1.0,True
61425,2016,2,8,16.6,1.0,True
61425,2016,2,9,19.2,1.0,True
61425,2016,2,10,16.8,1.0,True
61425,2016,2,11,16.8,1.0,True
61425,2016,2,12,18.8,1.0,True
61425,2016,2,13,18.4,1.0,True
61425,2016,2,14,18.4,1.0,True
61425,2016,2,15,23.3,1.0,True
61425,2016,2,16,21.5,1.0,True
61425,2016,2,17,20.0,1.0,True
61425,2016,2,18,16.7,1.0,True
61425,2016,2,19,18.7,1.0,True
61425,2016,2,20,23.2,1.0,True
61425,2016,2,21,21.6,1.0,True
61425,2016,2,22,18.5,1.0,True
61425,2016,2,23,17.0,1.0,True
61425,2016,2,24,17.6,1.0,True
61425,2016,2,25,18.2,1.0,True
61425,2016,2,26,22.8,1.0,True
61425,2016,2,27,19.3,1.0,True
61425,2016,2,28,17.5,1.0,True
61425,2016,2,29,16.9,1.0,True
61425,2016,3,1,18.6,1.0,True
61425,2016,3,2,17.6,1.0,True
61425,2016,3,3,19.1,1.0,True
61425,2016,3,4,20.8,1.0,True
61425,2016,3,5,17.0,1.0,True
61425,2016,3,6,17.1,1.0,True
61425,2016,3,7,18.3,1.0,True
61425,2016,3,8,18.7,1.0,True
61425,2016,3,9,20.5,1.0,True
61425,2016,3,10,19.8,1.0,True
61425,2016,3,11,21.4,1.0,True
61425,2016,3,12,20.4,1.0,True
61425,2016,3,13,19.4,1.0,True
61425,2016,3,14,19.6,1.0,True
61425,2016,3,15,20.5,1.0,True
61425,2016,3,16,19.1,1.0,True
61425,2016,3,17,18.9,1.0,True
61425,2016,3,18,18.0,1.0,True
61425,2016,3,19,14.9,1.0,True
61425,2016,3,20,16.1,1.0,True
61425,2016,3,21,15.8,1.0,True
61425,2016,3,22,15.7,1.0,True
61425,2016,3,23,15.2,1.0,True
61425,2016,3,24,13.6,1.0,True
61425,2016,3,25,15.3,1.0,True
61425,2016,3,26,16.3,1.0,True
61425,2016,3,27,16.2,1.0,True
61425,2016,3,28,17.0,1.0,True
61425,2016,3,29,20.1,1.0,True
61425,2016,3,30,19.4,1.0,True
61425,2016,3,31,15.5,1.0,True
61425,2016,4,1,14.6,1.0,True
61425,2016,4,2,14.8,1.0,True
61425,2016,4,3,15.0,1.0,True
61425,2016,4,4,18.6,1.0,True
61425,2016,4,5,15.9,1.0,True
61425,2016,4,6,16.2,1.0,True
61425,2016,4,7,19.6,1.0,True
61425,2016,4,8,17.0,1.0,True
61425,2016,4,9,15.8,1.0,True
61425,2016,4,10,13.7,1.0,True
61425,2016,4,11,12.8,1.0,True
61425,2016,4,12,15.0,1.0,True
61425,2016,4,13,14.0,1.0,True
61425,2016,4,14,13.8,1.0,True
61425,2016,4,15,12.9,1.0,True
61425,2016,4,16,13.0,1.0,True
61425,2016,4,17,16.1,1.0,True
61425,2016,4,18,14.8,1.0,True
61425,2016,4,19,16.4,1.0,True
61425,2016,4,20,15.5,1.0,True
61425,2016,4,21,15.0,1.0,True
61425,2016,4,22,13.7,1.0,True
61425,2016,4,23,16.4,1.0,True
61425,2016,4,24,15.6,1.0,True
61425,2016,4,25,10.3,1.0,True
61425,2016,4,26,12.3,1.0,True
61425,2016,4,27,11.7,1.0,True
61425,2016,4,28,12.6,1.0,True
61425,2016,4,29,13.1,1.0,True
61425,2016,4,30,16.8,1.0,True
61425,2016,5,1,14.9,1.0,True
61425,2016,5,2,10.1,1.0,True
61425,2016,5,3,11.7,1.0,True
61425,2016,5,4,14.2,1.0,True
61425,2016,5,5,12.3,1.0,True
61425,2016,5,6,9.9,1.0,True
61425,2016,5,7,8.9,1.0,True
61425,2016,5,8,14.5,1.0,True
61425,2016,5,9,17.4,1.0,True
61425,2016,5,10,16.8,1.0,True
61425,2016,5,11,9.3,1.0,True
61425,2016,5,12,12.3,1.0,True
61425,2016,5,13,10.6,1.0,True
61425,2016,5,14,7.7,1.0,True
61425,2016,5,15,8.0,1.0,True
61425,2016,5,16,9.5,1.0,True
61425,2016,5,17,13.4,1.0,True
61425,2016,5,18,8.3,1.0,True
61425,2016,5,19,8.3,1.0,True
61425,2016,5,20,9.0,1.0,True
61425,2016,5,21,10.5,1.0,True
61425,2016,5,22,11.7,1.0,True
61425,2016,5,23,11.7,1.0,True
61425,2016,5,24,10.1,1.0,True
61425,2016,5,25,5.6,1.0,True
61425,2016,5,26,9.3,1.0,True
61425,2016,5,27,9.3,1.0,True
61425,2016,5,28,7.9,1.0,True
61425,2016,5,29,5.9,1.0,True
61425,2016,5,30,5.4,1.0,True
61425,2016,5,31,4.8,1.0,True
61425,2016,6,1,12.2,1.0,False
61425,2016,6,2,10.8,1.0,False
61425,2016,6,3,10.4,1.0,False
61425,2016,6,4,14.2,1.0,False
61425,2016,6,5,15.5,1.0,False
61425,2016,6,6,13.7,1.0,False
61425,2016,6,7,8.2,1.0,False
61425,2016,6,8,9.7,1.0,False
61425,2016,6,9,12.7,1.0,False
61425,2016,6,10,12.2,1.0,False
61425,2016,6,11,8.8,1.0,False
61425,2016,6,12,8.7,1.0,False
61425,2016,6,13,8.6,1.0,False
61425,2016,6,14,6.5,1.0,False
61425,2016,6,15,7.3,1.0,False
61425,2016,6,16,5.8,1.0,False
61425,2016,6,17,7.1,1.0,False
61425,2016,6,18,13.2,1.0,False
61425,2016,6,19,13.3,1.0,False
61425,2016,6,20,14.8,1.0,False
61425,2016,6,21,13.9,1.0,False
61425,2016,6,22,11.2,1.0,False
61425,2016,6,23,4.8,1.0,False
61425,2016,6,24,11.8,1.0,False
61425,2016,6,25,4.7,1.0,False
61425,2016,6,26,5.0,1.0,False
61425,2016,6,27,6.8,1.0,False
61425,2016,6,28,8.6,1.0,False
61425,2016,6,29,3.5,1.0,False
61425,2016,6,30,1.6,1.0,False
61425,2016,7,1,7.0,1.0,True
61425,2016,7,2,6.3,1.0,True
61425,2016,7,3,2.0,1.0,True
61425,2016,7,4,1.5,1.0,True
61425,2016,7,5,7.0,1.0,True
61425,2016,7,6,9.7,1.0,True
61425,2016,7,7,12.2,1.0,True
61425,2016,7,8,12.2,1.0,True
61425,2016,7,9,8.8,1.0,True
61425,2016,7,10,10.0,1.0,True
61425,2016,7,11,11.3,1.0,True
61425,2016,7,12,11.9,1.0,True
61425,2016,7,13,9.8,1.0,True
61425,2016,7,14,2.5,1.0,True
61425,2016,7,15,2.2,1.0,True
61425,2016,7,16,3.7,1.0,True
61425,2016,7,17,11.4,1.0,True
61425,2016,7,18,8.6,1.0,True
61425,2016,7,19,11.8,1.0,True
61425,2016,7,20,16.4,1.0,True
61425,2016,7,21,14.3,1.0,True
61425,2016,7,22,9.9,1.0,True
61425,2016,7,23,15.4,1.0,True
61425,2016,7,24,2.9,1.0,True
61425,2016,7,25,3.7,1.0,True
61425,2016,7,26,7.3,1.0,True
61425,2016,7,27,8.2,1.0,True
61425,2016,7,28,5.9,1.0,True
61425,2016,7,29,2.8,1.0,True
61425,2016,7,30,4.9,1.0,True
61425,2016,7,31,7.0,1.0,True
61425,2016,8,1,6.7,1.0,True
61425,2016,8,2,9.9,1.0,True
61425,2016,8,3,11.0,1.0,True
61425,2016,8,4,10.5,1.0,True
61425,2016,8,5,9.8,1.0,True
61425,2016,8,6,10.6,1.0,True
61425,2016,8,7,10.2,1.0,True
61425,2016,8,8,7.0,1.0,True
61425,2016,8,9,5.0,1.0,True
61425,2016,8,10,10.3,1.0,True
61425,2016,8,11,9.4,1.0,True
61425,2016,8,12,4.9,1.0,True
61425,2016,8,13,4.3,1.0,True
61425,2016,8,14,4.1,1.0,True
61425,2016,8,15,5.5,1.0,True
61425,2016,8,16,5.7,1.0,True
61425,2016,8,17,6.5,1.0,True
61425,2016,8,18,7.0,1.0,True
61425,2016,8,19,6.5,1.0,True
61425,2016,8,20,9.2,1.0,True
61425,2016,8,21,4.6,1.0,True
61425,2016,8,22,5.3,1.0,True
61425,2016,8,23,7.3,1.0,True
61425,2016,8,24,11.3,1.0,True
61425,2016,8,25,9.4,1.0,True
61425,2016,8,26,6.8,1.0,True
61425,2016,8,27,6.8,1.0,True
61425,2016,8,28,3.1,1.0,True
61425,2016,8,29,4.5,1.0,True
61425,2016,8,30,7.6,1.0,True
61425,2016,8,31,13.8,1.0,True
61425,2016,9,1,9.3,1.0,True
61425,2016,9,2,15.0,1.0,True
61425,2016,9,3,14.6,1.0,True
61425,2016,9,4,6.8,1.0,True
61425,2016,9,5,6.7,1.0,True
61425,2016,9,6,7.0,1.0,True
61425,2016,9,7,8.9,1.0,True
61425,2016,9,8,13.8,1.0,True
61425,2016,9,9,14.6,1.0,True
61425,2016,9,10,14.2,1.0,True
61425,2016,9,11,8.7,1.0,True
61425,2016,9,12,8.4,1.0,True
61425,2016,9,13,12.6,1.0,True
61425,2016,9,14,15.4,1.0,True
61425,2016,9,15,13.9,1.0,True
61425,2016,9,16,13.6,1.0,True
61425,2016,9,17,7.5,1.0,True
61425,2016,9,18,12.7,1.0,True
61425,2016,9,19,13.1,1.0,True
61425,2016,9,20,6.5,1.0,True
61425,2016,9,21,11.5,1.0,True
61425,2016,9,22,12.3,1.0,True
61425,2016,9,23,16.1,1.0,True
61425,2016,9,24,11.5,1.0,True
61425,2016,9,25,13.1,1.0,True
61425,2016,9,26,11.2,1.0,True
61425,2016,9,27,12.0,1.0,True
61425,2016,9,28,8.6,1.0,True
61425,2016,9,29,11.2,1.0,True
61425,2016,9,30,10.8,1.0,True
61425,2016,10,1,11.1,1.0,True
61425,2016,10,2,8.2,1.0,True
61425,2016,10,3,15.0,1.0,True
61425,2016,10,4,11.4,1.0,True
61425,2016,10,5,9.6,1.0,True
61425,2016,10,6,8.9,1.0,True
61425,2016,10,7,13.3,1.0,True
61425,2016,10,8,16.6,1.0,True
61425,2016,10,9,11.9,1.0,True
61425,2016,10,10,13.8,1.0,True
61425,2016,10,11,10.1,1.0,True
61425,2016,10,12,6.3,1.0,True
61425,2016,10,13,12.0,1.0,True
61425,2016,10,14,9.1,1.0,True
61425,2016,10,15,6.8,1.0,True
61425,2016,10,16,8.5,1.0,True
61425,2016,10,17,18.4,1.0,True
61425,2016,10,18,7.0,1.0,True
61425,2016,10,19,10.4,1.0,True
61425,2016,10,20,10.2,1.0,True
61425,2016,10,21,11.3,1.0,True
61425,2016,10,22,16.9,1.0,True
61425,2016,10,23,8.8,1.0,True
61425,2016,10,24,9.3,1.0,True
61425,2016,10,25,8.0,1.0,True
61425,2016,10,26,10.6,1.0,True
61425,2016,10,27,13.4,1.0,True
61425,2016,10,28,13.9,1.0,True
61425,2016,10,29,14.8,1.0,True
61425,2016,10,30,16.6,1.0,True
61425,2016,10,31,18.0,1.0,True
61425,2016,11,1,9.6,1.0,True
61425,2016,11,2,9.2,1.0,True
61425,2016,11,3,10.1,1.0,True
61425,2016,11,4,12.6,1.0,True
61425,2016,11,5,14.4,1.0,True
61425,2016,11,6,12.5,1.0,True
61425,2016,11,7,10.2,1.0,True
61425,2016,11,8,13.8,1.0,True
61425,2016,11,9,18.6,1.0,True
61425,2016,11,10,15.8,1.0,True
61425,2016,11,11,16.1,1.0,True
61425,2016,11,12,18.4,1.0,True
61425,2016,11,13,15.0,1.0,True
61425,2016,11,14,16.5,1.0,True
61425,2016,11,15,14.7,1.0,True
61425,2016,11,16,11.0,1.0,True
61425,2016,11,17,15.9,1.0,True
61425,2016,11,18,12.6,1.0,True
61425,2016,11,19,17.9,1.0,True
61425,2016,11,20,17.4,1.0,True
61425,2016,11,21,18.1,1.0,True
61425,2016,11,22,16.9,1.0,True
61425,2016,11,23,16.7,1.0,True
61425,2016,11,24,14.4,1.0,True
61425,2016,11,25,11.4,1.0,True
61425,2016,11,26,17.0,1.0,True
61425,2016,11,27,19.3,1.0,True
61425,2016,11,28,19.6,1.0,True
61425,2016,11,29,18.4,1.0,True
61425,2016,11,30,15.9,1.0,True
61425,2016,12,1,15.6,1.0,True
61425,2016,12,2,15.1,1.0,True
61425,2016,12,3,21.0,1.0,True
61425,2016,12,4,17.8,1.0,True
61425,2016,12,5,21.3,1.0,True
61425,2016,12,6,20.1,1.0,True
61425,2016,12,7,18.9,1.0,True
61425,2016,12,8,19.5,1.0,True
61425,2016,12,9,18.4,1.0,True
61425,2016,12,10,15.2,1.0,True
61425,2016,12,11,17.7,1.0,True
61425,2016,12,12,17.6,1.0,True
61425,2016,12,13,17.8,1.0,True
61425,2016,12,14,20.9,1.0,True
61425,2016,12,15,18.1,1.0,True
61425,2016,12,16,16.9,1.0,True
61425,2016,12,17,18.6,1.0,True
61425,2016,12,18,17.2,1.0,True
61425,2016,12,19,16.0,1.0,True
61425,2016,12,20,13.3,1.0,True
61425,2016,12,21,19.8,1.0,True
61425,2016,12,22,20.0,1.0,True
61425,2016,12,23,19.1,1.0,True
61425,2016,12,24,17.3,1.0,True
61425,2016,12,25,17.0,1.0,True
61425,2016,12,26,18.0,1.0,True
61425,2016,12,27,19.4,1.0,True
61425,2016,12,28,18.3,1.0,True
61425,2016,12,29,19.7,1.0,True
61425,2016,12,30,21.5,1.0,True
61425,2016,12,31,24.0,1.0,True
61425,2017,1,1,22.7,1.0,True
61425,2017,1,2,21.3,1.0,True
61425,2017,1,3,19.4,1.0,True
61425,2017,1,4,17.9,1.0,True
61425,2017,1,5,18.8,1.0,True
61425,2017,1,6,19.3,1.0,True
61425,2017,1,7,16.9,1.0,True
61425,2017,1,8,16.3,1.0,True
61425,2017,1,9,18.1,1.0,True
61425,2017,1,10,23.0,1.0,True
61425,2017,1,11,21.9,1.0,True
61425,2017,1,12,22.9,1.0,True
61425,2017,1,13,22.9,1.0,True
61425,2017,1,14,24.5,1.0,True
61425,2017,1,15,22.1,1.0,True
61425,2017,1,16,19.5,1.0,True
61425,2017,1,17,18.4,1.0,True
61425,2017,1,18,25.2,1.0,True
61425,2017,1,19,18.8,1.0,True
61425,2017,1,20,19.3,1.0,True
61425,2017,1,21,21.1,1.0,True
61425,2017,1,22,19.6,1.0,True
61425,2017,1,23,18.3,1.0,True
61425,2017,1,24,22.5,1.0,True
61425,2017,1,25,19.2,1.0,True
61425,2017,1,26,19.5,1.0,True
61425,2017,1,27,20.4,1.0,True
61425,2017,1,28,18.0,1.0,True
61425,2017,1,29,22.3,1.0,True
61425,2017,1,30,21.0,1.0,True
61425,2017,1,31,24.3,1.0,True
61425,2017,2,1,20.5,1.0,False
61425,2017,2,2,20.8,1.0,False
61425,2017,2,3,21.8,1.0,False
61425,2017,2,4,22.4,1.0,False
61425,2017,2,5,24.3,1.0,True
61425,2017,2,6,23.8,1.0,False
61425,2017,2,7,23.2,1.0,False
61425,2017,2,8,21.5,1.0,False
61425,2017,2,9,21.1,1.0,False
61425,2017,2,10,21.2,1.0,False
61425,2017,2,11,24.5,1.0,False
61425,2017,2,12,24.0,1.0,False
61425,2017,2,13,19.5,1.0,False
61425,2017,2,14,19.1,1.0,False
61425,2017,2,15,18.8,1.0,False
61425,2017,2,16,17.1,1.0,False
61425,2017,2,17,20.6,1.0,True
61425,2017,2,18,20.6,1.0,False
61425,2017,2,19,19.5,1.0,False
61425,2017,2,20,13.2,1.0,False
61425,2017,2,21,13.7,1.0,False
61425,2017,2,22,17.4,1.0,False
61425,2017,2,23,17.5,1.0,False
61425,2017,2,24,17.6,1.0,False
61425,2017,2,25,20.6,1.0,False
61425,2017,2,26,18.3,1.0,False
61425,2017,2,27,18.4,1.0,False
61425,2017,2,28,19.3,1.0,False
61425,2017,3,1,20.3,1.0,False
61425,2017,3,2,19.0,1.0,False
61425,2017,3,3,21.0,1.0,False
61425,2017,3,4,20.1,1.0,False
61425,2017,3,5,20.1,1.0,False
61425,2017,3,6,19.9,1.0,False
61425,2017,3,7,18.0,1.0,False
61425,2017,3,8,16.7,1.0,False
61425,2017,3,9,16.9,1.0,False
61425,2017,3,10,18.3,1.0,False
61425,2017,3,11,17.1,1.0,False
61425,2017,3,12,13.9,1.0,False
61425,2017,3,13,20.1,1.0,False
61425,2017,3,14,20.8,1.0,False
61425,2017,3,15,19.6,1.0,False
61425,2017,3,16,20.8,1.0,False
61425,2017,3,17,20.4,1.0,False
61425,2017,3,18,19.8,1.0,False
61425,2017,3,19,21.5,1.0,False
61425,2017,3,20,22.3,1.0,True
61425,2017,3,21,21.1,1.0,False
61425,2017,3,22,21.9,1.0,False
61425,2017,3,23,20.0,1.0,False
61425,2017,3,24,18.4,1.0,False
61425,2017,3,25,18.0,1.0,False
61425,2017,3,26,18.0,1.0,False
61425,2017,3,27,16.9,1.0,False
